0-93-30	1F214
0-93-31	1F22A
0-93-32	1F22B
0-93-33	1F22C
0-93-34	1F22D
0-93-35	1F22E
0-93-36	1F22F
0-93-37	1F230
0-93-38	1F231
0-93-39	2113
0-93-40	338F
0-93-41	3390
0-93-42	33CA
0-93-43	339E
0-93-44	33A2
0-93-45	3371
0-93-48	00BD
0-93-49	2189
0-93-50	2153
0-93-51	2154
0-93-52	00BC
0-93-53	00BE
0-93-54	2155
0-93-55	2156
0-93-56	2157
0-93-57	2158
0-93-58	2159
0-93-59	215A
0-93-60	2150
0-93-61	215B
0-93-62	2151
0-93-63	2152
0-93-64	2600
0-93-65	2601
0-93-66	2602
0-93-67	26C4
0-93-68	2616
0-93-69	2617
0-93-70	26C9
0-93-71	26CA
0-93-72	2666
0-93-73	2665
0-93-74	2663
0-93-75	2660
0-93-76	26CB
0-93-77	2A00
0-93-78	203C
0-93-79	2049
0-93-80	26C5
0-93-81	2614
0-93-82	26C6
0-93-83	2603
0-93-84	26C7
0-93-85	26A1
0-93-86	26C8
0-93-88	269E
0-93-89	269F
0-93-90	266C
0-94-1	2160
0-94-2	2161
0-94-3	2162
0-94-4	2163
0-94-5	2164
0-94-6	2165
0-94-7	2166
0-94-8	2167
0-94-9	2168
0-94-10	2169
0-94-11	216A
0-94-12	216B
0-94-13	2470
0-94-14	2471
0-94-15	2472
0-94-16	2473
0-94-17	2474
0-94-18	2475
0-94-19	2476
0-94-20	2477
0-94-21	2478
0-94-22	2479
0-94-23	247A
0-94-24	247B
0-94-25	247C
0-94-26	247D
0-94-27	247E
0-94-28	247F
0-94-29	3251
0-94-30	3252
0-94-31	3253
0-94-32	3254
0-94-33	1F110
0-94-34	1F111
0-94-35	1F112
0-94-36	1F113
0-94-37	1F114
0-94-38	1F115
0-94-39	1F116
0-94-40	1F117
0-94-41	1F118
0-94-42	1F119
0-94-43	1F11A
0-94-44	1F11B
0-94-45	1F11C
0-94-46	1F11D
0-94-47	1F11E
0-94-48	1F11F
0-94-49	1F120
0-94-50	1F121
0-94-51	1F122
0-94-52	1F123
0-94-53	1F124
0-94-54	1F125
0-94-55	1F126
0-94-56	1F127
0-94-57	1F128
0-94-58	1F129
0-94-59	3255
0-94-60	3256
0-94-61	3257
0-94-62	3258
0-94-63	3259
0-94-64	325A
0-94-65	2460
0-94-66	2461
0-94-67	2462
0-94-68	2463
0-94-69	2464
0-94-70	2465
0-94-71	2466
0-94-72	2467
0-94-73	2468
0-94-74	2469
0-94-75	246A
0-94-76	246B
0-94-77	246C
0-94-78	246D
0-94-79	246E
0-94-80	246F
0-94-81	2776
0-94-82	2777
0-94-83	2778
0-94-84	2779
0-94-85	277A
0-94-86	277B
0-94-87	277C
0-94-88	277D
0-94-89	277E
0-94-90	277F
0-94-91	24EB
0-94-92	24EC
0-94-93	325B
0-85-26	585A
0-85-59	6D77
0-85-63	6E1A
0-85-78	7422
0-92-86	00AE
0-92-87	00A9
1-47-52	E88E
1-85-82	E08C
0-85-1	E080
0-85-2	E081
0-85-10	E082
0-85-14	E083
0-85-15	E084
0-85-32	E085
0-85-33	E086
0-85-39	E087
0-85-46	E088
0-85-47	E089
0-85-53	E08A
0-85-54	E08B
0-85-55	E08C
0-85-67	E08D
0-85-68	E08E
0-85-84	E08F
0-85-88	E090
0-85-93	E091
0-85-94	E092
0-86-1	E093
0-86-6	E094
0-86-11	E095
0-86-44	E096
0-86-45	E097
0-86-46	E098
0-86-47	E099
0-86-48	E09A
0-86-49	E09B
0-86-50	E09C
0-86-51	E09D
0-86-52	E09E
0-86-53	E09F
0-86-54	E0A0
0-86-55	E0A1
0-86-56	E0A2
0-86-57	E0A3
0-86-58	E0A4
0-86-59	E0A5
0-86-60	E0A6
0-86-61	E0A7
0-86-62	E0A8
0-86-63	E0A9
0-86-64	E0AA
0-86-65	E0AB
0-86-66	E0AC
0-86-67	E0AD
0-86-68	E0AE
0-86-69	E0AF
0-86-70	E0B0
0-86-71	E0B1
0-86-72	E0B2
0-86-73	E0B3
0-86-74	E0B4
0-86-75	E0B5
0-86-76	E0B6
0-86-77	E0B7
0-86-78	E0B8
0-86-79	E0B9
0-86-80	E0BA
0-86-81	E0BB
0-86-82	E0BC
0-86-83	E0BD
0-86-84	E0BE
0-86-85	E0BF
0-86-86	E0C0
0-86-87	E0C1
0-86-88	E0C2
0-86-89	E0C3
0-86-90	E0C4
0-86-91	E0C5
0-86-92	E0C6
0-86-93	E0C7
0-86-94	E0C8
0-90-1	E0C9
0-90-2	E0CA
0-90-3	E0CB
0-90-4	E0CC
0-90-5	E0CD
0-90-6	E0CE
0-90-7	E0CF
0-90-8	E0D0
0-90-9	E0D1
0-90-10	E0D2
0-90-11	E0D3
0-90-12	E0D4
0-90-13	E0D5
0-90-14	E0D6
0-90-15	E0D7
0-90-16	E0D8
0-90-17	E0D9
0-90-18	E0DA
0-90-19	E0DB
0-90-20	E0DC
0-90-21	E0DD
0-90-22	E0DE
0-90-23	E0DF
0-90-24	E0E0
0-90-25	E0E1
0-90-26	E0E2
0-90-27	E0E3
0-90-28	E0E4
0-90-29	E0E5
0-90-30	E0E6
0-90-31	E0E7
0-90-32	E0E8
0-90-33	E0E9
0-90-34	E0EA
0-90-35	E0EB
0-90-36	E0EC
0-90-37	E0ED
0-90-38	E0EE
0-90-39	E0EF
0-90-40	E0F0
0-90-41	E0F1
0-90-42	E0F2
0-90-43	E0F3
0-90-44	E0F4
0-90-45	E0F5
0-90-46	E0F6
0-90-47	E0F7
0-90-48	E0F8
0-90-49	E0F9
0-90-50	E0FA
0-90-51	E0FB
0-90-52	E0FC
0-90-53	E0FD
0-90-54	E0FE
0-90-55	E0FF
0-90-56	E180
0-90-57	E181
0-90-58	E182
0-90-59	E183
0-90-60	E184
0-90-61	E185
0-90-62	E186
0-90-63	E187
0-90-64	E188
0-90-65	E189
0-90-66	E18A
0-90-67	E18B
0-90-68	E18C
0-90-69	E18D
0-90-70	E18E
0-90-71	E18F
0-90-72	E190
0-90-73	E191
0-90-74	E192
0-90-75	E193
0-90-76	E194
0-90-77	E195
0-90-78	E196
0-90-79	E197
0-90-80	E198
0-90-81	E199
0-90-82	E19A
0-90-83	E19B
0-90-84	E19C
0-90-85	E19D
0-90-86	E19E
0-90-87	E19F
0-90-88	E1A0
0-90-89	E1A1
0-90-90	E1A2
0-90-91	E1A3
0-90-92	E1A4
0-90-93	E1A5
0-90-94	E1A6
0-91-1	E1A7
0-91-2	E1A8
0-91-3	E1A9
0-91-4	E1AA
0-91-5	E1AB
0-91-6	E1AC
0-91-7	E1AD
0-91-8	E1AE
0-91-9	E1AF
0-91-10	E1B0
0-91-11	E1B1
0-91-12	E1B2
0-91-13	E1B3
0-91-14	E1B4
0-91-15	E1B5
0-91-16	E1B6
0-91-17	E1B7
0-91-18	E1B8
0-91-19	E1B9
0-91-20	E1BA
0-91-21	E1BB
0-91-22	E1BC
0-91-23	E1BD
0-91-24	E1BE
0-91-25	E1BF
0-91-26	E1C0
0-91-27	E1C1
0-91-28	E1C2
0-91-29	E1C3
0-91-30	E1C4
0-91-31	E1C5
0-91-32	E1C6
0-91-33	E1C7
0-91-34	E1C8
0-91-35	E1C9
0-91-36	E1CA
0-91-37	E1CB
0-91-38	E1CC
0-91-39	E1CD
0-91-40	E1CE
0-91-41	E1CF
0-91-42	E1D0
0-91-43	E1D1
0-91-44	E1D2
0-91-45	E1D3
0-91-46	E1D4
0-91-47	E1D5
0-91-48	E1D6
0-91-49	E1D7
0-91-50	E1D8
0-91-51	E1D9
0-91-52	E1DA
0-91-53	E1DB
0-91-54	E1DC
0-91-55	E1DD
0-91-56	E1DE
0-91-57	E1DF
0-91-58	E1E0
0-91-59	E1E1
0-91-60	E1E2
0-91-61	E1E3
0-91-62	E1E4
0-91-63	E1E5
0-91-64	E1E6
0-91-65	E1E7
0-91-66	E1E8
0-91-67	E1E9
0-91-68	E1EA
0-91-69	E1EB
0-91-70	E1EC
0-91-71	E1ED
0-91-72	E1EE
0-91-73	E1EF
0-91-74	E1F0
0-91-75	E1F1
0-91-76	E1F2
0-91-77	E1F3
0-91-78	E1F4
0-91-79	E1F5
0-91-80	E1F6
0-91-81	E1F7
0-91-82	E1F8
0-91-83	E1F9
0-91-84	E1FA
0-91-85	E1FB
0-91-86	E1FC
0-91-87	E1FD
0-91-88	E1FE
0-91-89	E1FF
0-91-90	E280
0-91-91	E281
0-91-92	E282
0-91-93	E283
0-91-94	E284
0-92-1	E285
0-92-2	E286
0-92-3	E287
0-92-4	E288
0-92-5	E289
0-92-6	E28A
0-92-7	E28B
0-92-8	E28C
0-92-9	E28D
0-92-10	E28E
0-92-16	E28F
0-92-26	E290
0-92-27	E291
0-92-28	E292
0-92-29	E293
0-92-30	E294
0-92-31	E295
0-92-32	E296
0-92-33	E297
0-92-34	E298
0-92-35	E299
0-92-36	E29A
0-92-37	E29B
0-92-38	E29C
0-92-39	E29D
0-92-40	E29E
0-92-41	E29F
0-92-47	E2A0
0-92-52	E2A1
0-92-53	E2A2
0-92-54	E2A3
0-92-55	E2A4
0-92-56	E2A5
0-92-57	E2A6
0-92-58	E2A7
0-92-59	E2A8
0-92-60	E2A9
0-92-61	E2AA
0-92-62	E2AB
0-92-63	E2AC
0-92-64	E2AD
0-92-65	E2AE
0-92-66	E2AF
0-92-67	E2B0
0-92-68	E2B1
0-92-69	E2B2
0-92-70	E2B3
0-92-71	E2B4
0-92-72	E2B5
0-92-73	E2B6
0-92-74	E2B7
0-92-75	E2B8
0-92-76	E2B9
0-92-77	E2BA
0-92-78	E2BB
0-92-79	E2BC
0-92-80	E2BD
0-92-81	E2BE
0-92-82	E2BF
0-92-83	E2C0
0-92-84	E2C1
0-92-85	E2C2
0-92-86	E3A7
0-92-87	E3A8
0-92-88	E2C3
0-92-89	E2C4
0-92-90	E2C5
0-92-91	E2C6
0-92-92	E2C7
0-92-93	E2C8
0-92-94	E2C9
0-93-13	E2CA
0-93-14	E2CB
0-93-16	E2CC
0-93-17	E2CD
0-93-18	E2CE
0-93-19	E2CF
0-93-20	E2D0
0-93-21	E2D1
0-93-22	E2D2
0-93-23	E2D3
0-93-24	E2D4
0-93-25	E2D5
0-93-26	E2D6
0-93-27	E2D7
0-93-28	E2D8
0-93-29	E2D9
0-93-30	E2DA
0-93-31	E2DB
0-93-32	E2DC
0-93-33	E2DD
0-93-34	E2DE
0-93-35	E2DF
0-93-36	E2E0
0-93-37	E2E1
0-93-38	E2E2
0-93-46	E2E3
0-93-47	E2E4
0-93-49	E2E5
0-93-60	E2E6
0-93-62	E2E7
0-93-63	E2E8
0-93-67	E2E9
0-93-68	E2EA
0-93-69	E2EB
0-93-70	E2EC
0-93-71	E2ED
0-93-76	E2EE
0-93-77	E2EF
0-93-79	E2F0
0-93-80	E2F1
0-93-81	E2F2
0-93-82	E2F3
0-93-83	E2F4
0-93-84	E2F5
0-93-85	E2F6
0-93-86	E2F7
0-93-87	E2F8
0-93-88	E2F9
0-93-89	E2FA
0-93-91	E2FB
0-93-92	E2FC
0-93-93	E2FD
0-93-94	E2FE
0-94-29	E2FF
0-94-30	E380
0-94-31	E381
0-94-32	E382
0-94-33	E383
0-94-34	E384
0-94-35	E385
0-94-36	E386
0-94-37	E387
0-94-38	E388
0-94-39	E389
0-94-40	E38A
0-94-41	E38B
0-94-42	E38C
0-94-43	E38D
0-94-44	E38E
0-94-45	E38F
0-94-46	E390
0-94-47	E391
0-94-48	E392
0-94-49	E393
0-94-50	E394
0-94-51	E395
0-94-52	E396
0-94-53	E397
0-94-54	E398
0-94-55	E399
0-94-56	E39A
0-94-57	E39B
0-94-58	E39C
0-94-59	E39D
0-94-60	E39E
0-94-61	E39F
0-94-62	E3A0
0-94-63	E3A1
0-94-64	E3A2
0-94-91	E3A3
0-94-92	E3A4
0-94-93	E3A5
0-94-94	E3A6
1-14-2	E760
1-15-34	E761
1-15-44	E762
1-15-64	E763
1-15-91	E764
1-47-52	E7F4
1-47-67	E765
1-47-78	E766
1-85-26	E767
1-85-82	E768
1-86-9	E769
1-86-18	E76A
1-86-64	E76B
1-87-76	E76C
1-88-94	E76D
1-89-9	E76E
1-89-39	E76F
1-89-52	E770
1-89-78	E771
1-90-61	E772
1-91-19	E773
1-91-41	E774
1-91-76	E775
1-92-41	E776
1-92-49	E777
1-94-70	E778
2-1-1	E779
2-1-11	E77A
2-1-14	E77B
2-1-22	E77C
2-1-38	E77D
2-1-80	E77E
2-1-87	E77F
2-1-89	E780
2-3-2	E781
2-3-5	E782
2-3-7	E783
2-3-17	E784
2-3-18	E785
2-3-24	E786
2-3-31	E787
2-3-33	E788
2-3-42	E789
2-3-50	E78A
2-3-51	E78B
2-3-57	E78C
2-3-60	E78D
2-3-87	E78E
2-4-10	E78F
2-4-17	E790
2-4-18	E791
2-4-26	E792
2-4-29	E793
2-4-57	E794
2-4-60	E795
2-4-62	E796
2-4-67	E797
2-4-74	E798
2-4-75	E799
2-4-82	E79A
2-4-84	E79B
2-4-85	E79C
2-5-5	E79D
2-5-18	E79E
2-5-30	E79F
2-5-36	E7A0
2-5-39	E7A1
2-5-53	E7A2
2-5-54	E7A3
2-5-94	E7A4
2-8-16	E7A5
2-8-23	E7A6
2-8-24	E7A7
2-8-26	E7A8
2-8-27	E7A9
2-8-31	E7AA
2-8-32	E7AB
2-8-37	E7AC
2-8-40	E7AD
2-8-42	E7AE
2-8-43	E7AF
2-8-59	E7B0
2-8-70	E7B1
2-8-76	E7B2
2-12-2	E7B3
2-12-11	E7B4
2-12-16	E7B5
2-12-48	E7B6
2-12-69	E7B7
2-12-77	E7B8
2-12-82	E7B9
2-13-4	E7BA
2-13-9	E7BB
2-13-10	E7BC
2-13-18	E7BD
2-13-20	E7BE
2-13-21	E7BF
2-13-25	E7C0
2-13-54	E7C1
2-13-93	E7C2
2-14-3	E7C3
2-14-4	E7C4
2-14-26	E7C5
2-14-28	E7C6
2-14-29	E7C7
2-14-34	E7C8
2-14-35	E7C9
2-14-36	E7CA
2-14-39	E7CB
2-14-41	E7CC
2-14-53	E7CD
2-14-54	E7CE
2-14-55	E7CF
2-14-59	E7D0
2-14-87	E7D1
2-14-88	E7D2
2-15-10	E7D3
2-15-31	E7D4
2-15-32	E7D5
2-15-34	E7D6
2-15-35	E7D7
2-15-46	E7D8
2-15-57	E7D9
2-15-65	E7DA
2-15-73	E7DB
2-15-74	E7DC
2-15-80	E7DD
2-15-85	E7DE
2-78-3	E7DF
2-78-20	E7E0
2-78-41	E7E1
2-78-60	E7E2
2-78-62	E7E3
2-78-63	E7E4
2-78-64	E7E5
2-79-18	E7E6
2-79-39	E7E7
2-79-45	E7E8
2-79-65	E7E9
2-79-68	E7EA
2-80-2	E7EB
2-80-19	E7EC
2-80-25	E7ED
2-80-51	E7EE
2-80-91	E7EF
2-81-14	E7F0
2-81-16	E7F1
2-81-21	E7F2
2-81-36	E7F3
2-81-61	E7F4
2-81-65	E7F5
2-81-70	E7F6
2-81-73	E7F7
2-81-85	E7F8
2-81-87	E7F9
2-81-90	E7FA
2-82-1	E7FB
2-82-3	E7FC
2-82-4	E7FD
2-82-8	E7FE
2-82-12	E7FF
2-82-29	E800
2-82-40	E801
2-82-59	E802
2-82-85	E803
2-82-86	E804
2-83-18	E805
2-83-29	E806
2-83-30	E807
2-83-32	E808
2-83-50	E809
2-83-61	E80A
2-83-62	E80B
2-83-83	E80C
2-83-84	E80D
2-83-85	E80E
2-83-87	E80F
2-83-91	E810
2-83-93	E811
2-84-2	E812
2-84-4	E813
2-84-7	E814
2-84-14	E815
2-84-15	E816
2-84-20	E817
2-84-21	E818
2-84-29	E819
2-84-34	E81A
2-84-47	E81B
2-84-73	E81C
2-84-75	E81D
2-84-82	E81E
2-84-85	E81F
2-84-89	E820
2-85-21	E821
2-85-26	E822
2-85-38	E823
2-85-54	E824
2-85-56	E825
2-85-58	E826
2-85-61	E827
2-85-63	E828
2-85-67	E829
2-85-74	E82A
2-85-80	E82B
2-85-83	E82C
2-86-36	E82D
2-86-46	E82E
2-86-61	E82F
2-86-85	E830
2-86-94	E831
2-87-1	E832
2-87-2	E833
2-87-19	E834
2-87-22	E835
2-87-68	E836
2-87-69	E837
2-87-75	E838
2-87-78	E839
2-87-83	E83A
2-88-9	E83B
2-88-10	E83C
2-88-12	E83D
2-88-20	E83E
2-88-28	E83F
2-88-30	E840
2-88-34	E841
2-88-54	E842
2-88-67	E843
2-88-87	E844
2-88-89	E845
2-88-90	E846
2-89-5	E847
2-89-15	E848
2-89-18	E849
2-89-25	E84A
2-89-34	E84B
2-89-40	E84C
2-89-57	E84D
2-89-62	E84E
2-89-70	E84F
2-89-75	E850
2-89-90	E851
2-89-94	E852
2-90-1	E853
2-90-12	E854
2-90-15	E855
2-90-47	E856
2-90-48	E857
2-90-55	E858
2-90-69	E859
2-90-70	E85A
2-90-81	E85B
2-90-82	E85C
2-90-94	E85D
2-91-1	E85E
2-91-12	E85F
2-91-13	E860
2-91-22	E861
2-91-23	E862
2-91-29	E863
2-91-30	E864
2-91-46	E865
2-91-47	E866
2-91-55	E867
2-91-58	E868
2-91-60	E869
2-91-61	E86A
2-91-65	E86B
2-91-69	E86C
2-91-71	E86D
2-91-73	E86E
2-91-81	E86F
2-92-2	E870
2-92-3	E871
2-92-24	E872
2-92-34	E873
2-92-44	E874
2-92-54	E875
2-92-57	E876
2-92-61	E877
2-92-86	E878
2-93-12	E879
2-93-43	E87A
2-93-44	E87B
2-93-57	E87C
2-93-59	E87D
2-93-61	E87E
2-93-71	E87F
2-93-77	E880
2-93-80	E881
2-94-5	E882
2-94-9	E883
2-94-11	E884
2-94-18	E885
2-94-21	E886
2-94-51	E887
2-94-56	E888
2-94-58	E889
2-94-78	E88A
2-94-80	E88B
2-94-82	E88C
2-94-86	E88D
90-58	E182	=	93-30	E2DA
91-8	E1AE	=	2-9	3012
91-43	260E	=	93-91	E2FB
92-7	E28B	=	39-15	5E74
92-8	E28C	=	23-78	6708
92-9	E28D	=	38-92	65E5
92-10	E28E	=	17-63	5186
85-1	1-14-3
85-1	3402 # JIS X 0221
85-2	20158 # ISO/IEC 10646
85-3	0212-16-47
85-3	1-14-9
85-3	4EFD # JIS X 0221
85-4	0212-16-49
85-4	1-14-10
85-4	4EFF # JIS X 0221
85-5	0212-17-12
85-5	2-1-46
85-5	4F9A # JIS X 0221
85-6	0212-17-27
85-6	1-14-25
85-6	4FC9 # JIS X 0221
85-7	0212-18-6
85-7	2-1-78
85-7	509C # JIS X 0221
85-8	0212-18-56
85-8	1-14-45
85-8	511E # JIS X 0221
85-9	0212-18-91
85-9	2-3-16
85-9	51BC # JIS X 0221
85-10	2-3-40
85-10	351F # JIS X 0221
85-11	1-14-76
85-11	5307 # JIS X 0221
85-12	0212-20-27
85-12	1-14-79
85-12	5361 # JIS X 0221
85-13	0212-20-30
85-13	2-3-53
85-13	536C # JIS X 0221
85-14	0212-61-74
85-14	1-92-8
85-14	8A79 # JIS X 0221
85-15	20BB7 # ISO/IEC 10646
85-16	0212-20-82
85-16	1-14-87
85-16	544D # JIS X 0221
85-17	0212-21-9
85-17	1-14-93
85-17	5496 # JIS X 0221
85-18	0212-21-10
85-18	1-14-88
85-18	549C # JIS X 0221
85-19	0212-21-15
85-19	1-15-1
85-19	54A9 # JIS X 0221
85-20	0212-21-44
85-20	1-15-4
85-20	550E # JIS X 0221
85-21	0212-21-57
85-21	2-4-5
85-21	554A # JIS X 0221
85-22	0212-22-50
85-22	1-15-25
85-22	5672 # JIS X 0221
85-23	0212-22-87
85-23	56E4 # JIS X 0221
85-24	0212-23-23
85-24	1-15-37
85-24	5733 # JIS X 0221
85-25	0212-23-24
85-25	1-15-38
85-25	5734 # JIS X 0221
85-26	1-15-55
85-26	FA10 # JIS X 0221
85-27	0212-24-27
85-27	5880 # JIS X 0221
85-28	0212-25-36
85-28	2-5-50
85-28	59E4 # JIS X 0221
85-29	0212-25-52
85-29	1-15-82
85-29	5A23 # JIS X 0221
85-30	0212-25-65
85-30	2-5-61
85-30	5A55 # JIS X 0221
85-31	1-47-58
85-31	5BEC # JIS X 0221
85-32	1-47-82
85-32	FA11 # JIS X 0221
85-33	1-47-79
85-33	37E2 # JIS X 0221
85-34	0212-28-42
85-34	2-12-5
85-34	5EAC # JIS X 0221
85-35	0212-28-77
85-35	1-84-22
85-35	5F34 # JIS X 0221
85-36	0212-28-84
85-36	1-84-26
85-36	5F45 # JIS X 0221
85-37	1-84-37
85-37	5FB7 # JIS X 0221
85-38	0212-29-54
85-38	2-12-39
85-38	6017 # JIS X 0221
85-39	FA6B # ISO/IEC 10646
85-40	0212-30-41
85-40	1-84-58
85-40	6130 # JIS X 0221
85-41	0212-34-5
85-41	1-85-18
85-41	6624 # JIS X 0221
85-42	0212-34-66
85-42	1-85-40
85-42	66C8 # JIS X 0221
85-43	->1-29-76
85-43	->66D9 # JIS X 0221
85-44	0212-34-77
85-44	1-85-44
85-44	66FA # JIS X 0221
85-45	0212-34-31
85-45	1-85-23
85-45	66FB # JIS X 0221
